danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,time_signature,track.name,user
0.447,0.428,0,-8.64,1,0.0411,0.647,2.86e-4,0.112,0.329,156.707,1l8TpQdbsiQvMB9SuPsaiv,288120,3,Wildflowers & Wine,Erica
0.712,0.8,9,-5.068,0,0.0377,0.0747,0.185,0.0938,0.685,107.047,4lhhYqzREcts4uOOqWHjRJ,283880,4,Apollo,Erica
0.598,0.853,9,-5.373,1,0.0546,0.132,0.00298,0.132,0.315,122.012,4vtyIW5uMCzu827nc5ThVt,191396,1,Stay High,Erica
0.618,0.558,5,-8.184,1,0.0251,0.604,0.395,0.124,0.336,111.709,2ehQ2UuXplkqly0XBBAPud,309072,4,Deep In Love,Erica
0.57,0.435,11,-6.539,0,0.0336,0.664,8.84e-4,0.13,0.569,83.255,5pD6DyYeglUby2x5CXrqfA,164539,4,I Am Not Afraid,Erica
0.562,0.437,0,-10.229,1,0.052,0.219,2.18e-5,0.0806,0.15,124.852,6K8VQ84MqhsoakN5MjrnVR,277506,4,Supercut,Both
0.476,0.534,9,-7.432,1,0.154,0.585,2.36e-4,0.112,0.234,91.646,5v6RTnnPQPEj2ciqpZewtc,207640,4,Low,Erica
0.601,0.49,7,-7.92,1,0.0328,0.416,2.12e-5,0.105,0.133,95.023,5yrXolC7Un3peiFxwqbucn,233747,4,Orbit,Erica
0.472,0.582,0,-5.574,1,0.0478,0.112,0,0.618,0.202,123.558,7i4RFJsrRRzmxZubkccOIG,230323,3,0122,Erica
0.626,0.55,9,-5.105,0,0.029,0.051,0,0.118,0.123,133.976,42SOtYBdnfj9zEdZSlAq5k,221096,4,Finally // beautiful stranger,Erica
0.839,0.454,10,-9.09,0,0.157,0.359,0,0.0755,0.804,159.987,7BYppcUTuG5ysmaJlGSt3t,157500,4,Welcome to Chilis,Erica
0.696,0.65,4,-5.712,0,0.0326,0.00666,0.153,0.14,0.587,91.997,4NFD9ea0uH0MtoC30yNYE1,215387,4,West Coast Love,Erica
0.82,0.533,0,-7.793,1,0.157,0.0213,0,0.0951,0.56,82.527,6lJbHxypCGCH4rppV1gCps,151429,4,Becoming,Erica
0.742,0.675,8,-11.219,1,0.0486,0.59,0.403,0.111,0.668,116.963,10x9aHDFGk5aSbvAVlwJA3,189773,4,Runnin',Erica
0.626,0.852,4,-4.767,1,0.0337,0.329,0.0109,0.0971,0.393,119.816,5cDHV67TxLrdz4ITUVQswH,144200,4,Hang Loose,Erica
0.718,0.454,4,-9.775,1,0.256,0.34,0.0228,0.0814,0.631,168.037,7eb5G8a12Fn4TwRr3cbJBd,213040,4,I Want You Around (feat. 6LACK) - Remix,Erica
0.911,0.637,8,-8.381,1,0.447,0.0409,3.68e-5,0.238,0.66,149.996,75dLEqanQTupF3dtP9exT5,156882,4,Yikes,Erica
0.869,0.656,1,-6.679,0,0.0607,0.0293,1.6e-6,0.0847,0.439,124,4KlUGtA6G2J4fXQ538gDAd,262000,4,Indeed,Erica
0.703,0.742,9,-5.542,1,0.0454,0.0509,6.36e-4,0.625,0.812,94.926,58pJZsMEPXmYX8gvXWyt3V,192824,4,Mixer,Erica
0.614,0.719,9,-4.694,1,0.0955,0.179,1.72e-5,0.163,0.34,160.075,4IablJ6SqVNGY4vrseyKxu,271733,4,Hard Place,Erica
0.452,0.317,9,-9.403,0,0.0478,0.415,1.5e-5,0.184,0.272,59.561,48WTGGIeSFD5ZMF51Rm4Y9,209467,4,Another Lifetime,Erica
0.731,0.66,8,-6.892,0,0.0519,0.256,5.9e-6,0.12,0.547,100.988,368UaeqCCqT237KgIN8H5I,187992,4,Orange Trees,Erica
0.812,0.495,6,-7.42,0,0.416,0.278,0,0.0876,0.408,82.569,5KHANPtncqrTSOgogF35AC,170326,4,No Lames (feat. Summer Walker),Erica
0.799,0.699,2,-7.694,1,0.204,0.00867,0,0.132,0.627,142.979,3YEbLhXRDPTtctnb3ddg8g,214851,4,Big Ole Freak,Erica
0.572,0.519,2,-7.092,0,0.212,0.536,0,0.102,0.35,128.331,48KXAIruJ07kJVCWOGohMV,181860,4,P*$$Y Fairy (OTW),Erica
0.642,0.197,5,-14.293,1,0.0476,0.924,3.08e-4,0.0927,0.406,88.278,3CkJeQjxbYJsLN2MLAvluL,166027,4,Early Morning Breeze,Erica
0.65,0.763,5,-6.124,1,0.134,0.0108,0,0.0782,0.354,150.021,51CeiXQgEq3YD4D6v3GjfB,196040,4,Tonight,Erica
0.633,0.635,1,-6.786,0,0.118,0.623,0,0.207,0.464,87.927,4kWfgyx4baqZctv8N3zxwt,197375,4,Henny in the Hamptons,Erica
0.785,0.44,1,-8.182,0,0.178,0.553,0,0.103,0.568,80.021,6WY88gYhRrnqS4wGtO45TH,207719,4,Saturn,Erica
0.665,0.383,5,-8.01,1,0.0401,0.787,3.51e-5,0.118,0.227,119.949,5Ga3CEWbxx7d5DowD2HUHD,196000,4,WILD,Erica
0.677,0.388,8,-6.697,1,0.0406,0.731,0,0.154,0.419,119.069,3cHkjS45Xiduc6DcXtXmAo,209747,4,Running Thru 3AM,Erica
0.779,0.495,8,-7.621,1,0.0381,0.731,3.32e-4,0.132,0.546,128.992,3UY4s7F4Ard3T6vm7xcJxQ,216003,4,Haircut,Erica
0.67,0.71,4,-4.849,0,0.212,0.14,0,0.125,0.71,148.965,5tWdVCRzPSJkIBEz7xbF37,242577,4,Water,Erica
0.501,0.623,7,-10.161,1,0.089,0.575,4.04e-6,0.278,0.44,123.348,5A9scs52hDGefDOTRNio5o,296253,4,Light of a Clear Blue Morning,Erica
0.683,0.791,5,-7.69,1,0.0723,0.321,2.51e-6,0.405,0.453,95.006,3ZqIhBa1ArLhkDrMOQfUNa,224907,4,Excuses,Erica
0.55,0.427,0,-6.658,1,0.0323,0.0773,0,0.118,0.323,114.032,5ntYN4BQDroMzxfsjadAox,257773,4,I Can't Breathe,Erica
0.838,0.545,5,-6.713,1,0.0706,0.208,8.01e-5,0.103,0.631,114.998,0rsRJOlDJxfNPNTEALa2t3,220590,4,Rare,Erica
0.591,0.585,2,-6.35,1,0.0277,0.143,0,0.109,0.324,110.94,2usxQITOSDqvkYiI0oIwao,205473,4,You should be sad,Erica
0.713,0.498,8,-11.428,0,0.0417,5.29e-4,0.747,0.12,0.543,123.992,4q09RaNvMX6hdVW4TemzAv,248855,4,Happy - Joe Goddard Remix,Erica
0.552,0.741,11,-5.419,0,0.0542,0.284,8.2e-5,0.334,0.718,69.709,0cciBj4236w1xByzZvn92D,277046,4,Beauty & Essex (feat. Daniel Caesar & Unknown Mortal Orchestra),Erica
0.851,0.201,8,-8.344,1,0.0339,0.658,0.0498,0.111,0.37,107.988,1IYISeYvuX8gobY24B4wkJ,336291,3,Blue,Erica
0.845,0.446,7,-9.866,1,0.365,0.00272,4.32e-4,0.328,0.801,160.091,3O2gpEXz5HZ5uTxeeRE1M1,149092,4,Doin Too Much,Erica
0.601,0.214,6,-13.143,0,0.0585,0.812,9.82e-5,0.106,0.24,81.005,2e2pFa4hLElK0e84tfwAmi,198625,4,Falling Water,Erica
0.568,0.42,7,-11.169,0,0.276,0.536,0.124,0.101,0.453,79.89,3PFaFVWq5wucLu6s4baj9D,415613,4,Girl (feat. KAYTRANADA),Erica
0.646,0.714,0,-6.132,1,0.0613,0.102,0,0.0803,0.646,160.046,2FvCf9lhKJLTWv41CZFV8W,159004,4,Summa,Erica
0.427,0.492,9,-8.053,1,0.0563,0.697,1.16e-5,0.356,0.308,109.974,1uyDOeCuTMSOE95d0Qa0kV,207808,4,Cold in California,Erica
0.655,0.829,6,-4.42,1,0.0589,0.074,1.59e-5,0.0933,0.678,100.958,0wM1iycAaTB0BTWQa06POl,221853,4,Special,Erica
0.565,0.438,7,-8.722,1,0.0311,0.122,0.0469,0.108,0.211,133.949,5OuJTtNve7FxUX82eEBupN,361760,4,Tommy's Party,Erica
0.917,0.541,0,-8.498,1,0.0915,0.625,0.0386,0.239,0.281,109.999,5UXefLD56MhlS0GopOoTTm,209398,4,Mona Lisa,Erica
0.562,0.675,0,-4.115,1,0.0326,0.225,0,0.0963,0.694,129.798,400umxn1XJFEhLzEnXa6mV,226800,4,too long,Erica
0.654,0.367,5,-10.203,1,0.0938,0.825,5.05e-4,0.106,0.489,119.986,6ABrDJwa6iVFuT1O1F9ZUm,148629,4,Love Songs,Erica
0.631,0.788,4,-7.142,0,0.102,0.371,3.17e-4,0.108,0.544,157.769,0Tacxc5lDJ8LwiO1pWNSl8,240957,4,The Motion,Erica
0.643,0.57,4,-7.003,1,0.068,0.404,1.57e-4,0.0695,0.46,165.184,4fGCNoJqk6Khe6YTRxwMC6,259750,4,NO HALO,Erica
0.789,0.645,9,-4.905,1,0.0644,0.0259,7.13e-6,0.195,0.577,105.983,7xuiQL40BUoD8k1AhiKpWb,204200,4,SICK,Erica
0.78,0.495,5,-7.454,0,0.0466,0.44,0.00122,0.165,0.529,100.043,0d8anwJJGti8jE79Y4tXUD,167493,4,Know Myself,Erica
0.389,0.322,2,-8.933,1,0.0355,0.613,5.34e-4,0.093,0.453,86.929,2CPLGREl5ahzA2WPBMkpxh,271200,4,Fallingwater,Erica
0.691,0.538,0,-9.952,1,0.103,0.246,0.163,0.178,0.329,99.972,1pBO9JDqh1y3TbCKEO1OvG,182668,4,Nostalgic,Erica
0.627,0.392,4,-10.554,1,0.0299,0.888,0.551,0.108,0.28,85.024,2w34gUbQkOqiPX3d5iji8C,110118,4,this feeling's too good,Erica
0.639,0.332,5,-11.482,1,0.378,0.64,0,0.0518,0.866,83.306,2qpX5WY7A7uLLLQfFpvRDK,259227,4,DR. WHOEVER,Erica
0.32,0.365,4,-10.591,1,0.0318,0.918,0.0275,0.0868,0.136,99.95,7ysMDRI5XJu8SDWurDLz35,183943,4,Mateo Bridge,Erica
0.668,0.525,5,-9.485,1,0.0859,0.625,0.0227,0.106,0.41,74.412,3yBiLRCrk9lgLZDarkjtkA,336507,4,Small Worlds,Erica
0.616,0.46,9,-9.968,1,0.0338,0.677,5.46e-5,0.11,0.277,113.828,7155kWXSJ9YriJdr4OGQbd,173307,4,No Smoke,Erica
0.829,0.408,9,-10.172,1,0.0389,0.769,0.544,0.104,0.753,124.983,3hiaRDT2SmsR8aYl93MqgT,199900,4,Easy Baby,Erica
0.662,0.403,8,-10.404,0,0.243,0.55,0,0.179,0.409,78.024,6FQ7tecargtjwGK5L4Atsj,218794,4,Lavender,Erica
0.817,0.445,4,-7.21,0,0.103,0.376,0,0.107,0.273,97.024,0T9un1tCka7l3lwsJmmLLU,211522,4,FEELS LIKE HOME,Erica
0.695,0.449,9,-11.373,1,0.0776,0.687,0.00178,0.0822,0.17,145.041,1pg1LwIkcyCyPkMlybLogB,213084,4,No Vacancy,Erica
0.686,0.539,0,-8.623,1,0.0348,0.13,1.94e-5,0.116,0.186,115.983,706J9prVXY8vZHhp9VGiBE,217285,4,Groceries,Erica
0.611,0.555,6,-6.372,0,0.0274,0.0952,0,0.11,0.413,88.969,0pMfPzdRiPAoSM9yWF4OcT,198453,4,Golden Hour,Erica
0.53,0.633,10,-7.078,1,0.0283,0.391,0.0152,0.142,0.605,140.186,5xxHfQuaXGEBHtsGbSXwI7,206446,4,White Roses,Erica
0.826,0.528,8,-8.326,1,0.344,0.0357,0,0.605,0.539,99.966,5bQ1qgqZhpCS9RQCUZaqBO,154932,4,Subaru Crosstrek XV,Erica
0.729,0.485,7,-6.925,1,0.0363,0.573,0,0.32,0.45,119.999,32KU85vllRfxfaV7ZNvHwT,131173,4,Socks,Erica
0.898,0.677,1,-6.907,1,0.362,0.354,4.85e-6,0.449,0.864,155.02,2KmYPKHvwG77NAcDpFlLBm,188500,4,L.M.F.,Erica
0.643,0.573,4,-7.034,1,0.0709,0.41,1.7e-4,0.0695,0.47,165.192,694vvR5o19xHPhhJ5QdLN7,259747,4,NO HALO,Erica
0.52,0.319,5,-7.461,1,0.0291,0.399,2.52e-5,0.138,0.165,62.985,5YgKH936kLB3ZMuMQf4nxG,243797,4,I Don't Wanna Be Okay Without You,Erica
0.751,0.684,1,-4.325,1,0.303,0.433,5.92e-6,0.18,0.864,89.984,1JqcZQCnxjDOfZZwQidb1H,207722,4,Broke,Erica
0.628,0.376,7,-10.121,0,0.0577,0.784,0.018,0.369,0.131,117.978,0w0kClmKsQz5A6OecdwhVt,248136,4,Mountains,Erica
0.73,0.515,11,-8.632,1,0.139,0.23,0.149,0.134,0.361,77.599,5wMfLe1nd26X7EQszhZjly,204124,4,Tucson,Erica
0.772,0.457,11,-7.493,0,0.0378,0.495,0.0633,0.14,0.711,79.971,4XbrmWcD1rXrMquFGvyGFA,222395,4,goldenboy,Erica
0.721,0.707,6,-6.364,1,0.0595,0.181,3.68e-6,0.143,0.743,125.005,2aPTvyE09vUCRwVvj0I8WK,158206,4,Sundress,Erica
0.695,0.806,6,-2.902,1,0.0358,0.00261,8.26e-4,0.0764,0.485,160.028,1gbN2eRl4SfFe0zF47bSpq,198893,4,Bottom Bitch,Erica
0.623,0.615,1,-10.064,1,0.146,0.304,0.00874,0.25,0.672,169.137,0anZ7olFcAsmx5hP517Rwn,157303,4,Lava,Erica
0.561,0.408,0,-8.287,1,0.0729,0.494,4.1e-6,0.172,0.263,133.65,4ZE50Luqd1emzOeJ2DjzYn,176374,4,Yah / Element - Medley,Erica
0.635,0.677,10,-5.548,1,0.0909,0.161,0,0.154,0.253,94.95,7IP0lO9tHfNwBWZ9X6TJ84,213733,4,Single Again,Erica
0.747,0.56,5,-7.086,1,0.0494,0.169,0,0.55,0.351,129.019,30Z12rJpW0M0u8HMFpigTB,200790,4,Hurts (feat. Louis The Child & Whethan),Erica
0.528,0.302,6,-12.884,0,0.352,0.838,0.0464,0.117,0.45,111.068,4fo6QymiAvIc2T7SNDWNZq,192973,3,All Night - Unfinished,Erica
0.873,0.479,5,-6.683,1,0.222,0.656,8.13e-6,0.19,0.945,108.014,3aUviSdBVbsdmH406j5GZC,135013,4,Crush,Erica
0.703,0.636,4,-5.737,0,0.307,0.026,0,0.0355,0.648,136.949,1yyIxshSIfW89EPTW0xkPH,215804,4,Mover Awayer,Erica
0.622,0.584,0,-7.891,1,0.122,0.0628,1.52e-4,0.119,0.545,158.276,5LKzqs734Xs528hqK8bGS1,174947,4,You Can't Save Me,Erica
0.7,0.622,5,-6.156,0,0.232,0.0395,0.00132,0.0779,0.574,175.939,6CLeGoAfyJZ7BpO9lZiWFS,197727,4,Shawty,Erica
0.435,0.42,8,-13.242,0,0.142,0.83,0.119,0.0926,0.55,177.994,1MOIoApCQamnAoPLUPGhyD,188848,4,Feel the Morning on My Face,Erica
0.723,0.607,7,-5.93,0,0.153,0.0721,0,0.364,0.521,131.989,5oeVCdosYRnlsqXQW5xXy2,282280,4,Onederful,Erica
0.87,0.637,5,-8.368,0,0.0614,0.497,3.15e-5,0.205,0.78,120.99,0gEcmyKlIUoi3sHTFVO1bE,190561,4,I Was Sad Last Night I'm OK Now,Erica
0.511,0.432,2,-9.603,1,0.0547,0.748,0.0321,0.12,0.406,75.998,5Deh74dyZCNBXo8WBqhh61,394071,4,Air 1s,Erica
0.734,0.765,5,-6.047,1,0.0571,0.243,0,0.101,0.512,156.04,1F1QmI8TMHir9SUFrooq5F,215385,4,Buff Baby,Erica
0.613,0.857,2,-7.003,1,0.0476,0.513,0.00105,0.268,0.32,131.962,5YHMaDiaGGYs5QyJ2CBDXJ,210341,4,Floors,Erica
0.645,0.943,0,-1.526,1,0.0393,0.385,0,0.37,0.965,147.768,40fD7ct05FvQHLdQTgJelG,131720,4,Splish Splash,Erica
0.663,0.696,11,-5.994,1,0.0349,0.0563,6.25e-6,0.226,0.449,139.98,4PUWpNtDejQwwa80LjvxXl,197880,4,Sleepless Nights (feat. Nightly),Erica
0.851,0.565,5,-9.43,0,0.102,0.0716,5.25e-4,0.116,0.551,130.022,6VU2EGIiYGVMjaQhIwC5Ys,175938,4,hey rose,Erica
0.72,0.763,6,-4.145,0,0.28,0.221,0,0.122,0.702,90.023,23Sv4gtCjpTBlP8CbN2O6Y,274667,4,Family and Loyalty,Erica
0.704,0.76,10,-6.566,1,0.025,0.0363,0.0218,0.0983,0.716,100.05,1urvaxzQTt6WxllZCwnRVr,180533,4,On The Rebound,Erica
0.791,0.572,6,-7.194,1,0.0575,0.15,0,0.127,0.421,131.958,1VMyDNuuWN9m9d2BmcuPgo,269133,4,Malice (feat. Ben Zaidi),Erica
0.863,0.545,9,-7.346,0,0.136,0.67,0,0.139,0.609,107.985,1HMkozvPwzewTeIwZCJFuM,269009,3,Anyone,Erica
0.755,0.537,10,-7.031,0,0.0359,0.155,6.06e-5,0.127,0.436,137.994,0twVNz0CIlUN1fSLGvKus3,139130,4,Lay by the Stars & Sleep by the Ocean,Erica
0.773,0.791,0,-6.72,1,0.0985,0.73,0.0276,0.151,0.763,129.999,2Mev6asJLxx3drrxg0x1bm,310149,4,Wheels Fall Off (feat. Scarlet Parke),Erica
0.555,0.723,1,-8.133,1,0.438,0.468,1.08e-6,0.243,0.523,82.224,1u59LusHrE1Z3NgR0bJuHb,195573,4,21,Erica
0.643,0.642,0,-9.031,0,0.379,0.509,0,0.524,0.794,82.697,5ytDzVL5ThzdrCYGQ5pSPO,185130,4,No Cable,Erica
0.475,0.839,2,-6.541,1,0.531,0.628,8.12e-6,0.261,0.665,175.97,4s6S0anjP3SNeQ8VyS7dIz,193947,4,Sittin Alone,Erica
0.656,0.432,6,-9.481,0,0.217,0.443,0,0.132,0.0897,97.022,14SaZBTjxlorHJQxXh01Hu,222374,4,Girls Need Love (with Drake) - Remix,Erica
0.734,0.776,2,-4.193,1,0.0826,0.0406,0.193,0.0547,0.843,78.542,5MjAFPcmrR1DYCgZrXCN4d,269173,4,Turnin' Me Up,Erica
0.905,0.562,8,-7.884,1,0.0662,0.453,2.85e-4,0.13,0.507,139.997,3DbBgbnDUOml329rAp2Tbr,206500,4,Colorado,Erica
0.621,0.463,1,-10.259,0,0.243,0.395,4.71e-6,0.128,0.491,70.722,5ZvDZdNRRJwSc8X6nNs5q1,247772,4,The Wonder Years (feat. Chance the Rapper & Nico Segal),Erica
0.789,0.774,2,-4.415,1,0.0614,0.609,0.00122,0.298,0.488,100.077,5JDwLHI2YUkFSFSn4g5pGd,201547,4,Can I Kick It,Erica
0.758,0.522,1,-4.717,1,0.211,0.0822,0,0.59,0.304,158.042,7GcbUQUvw2TIfmDfya8Jgv,202578,4,Digital,Erica
0.819,0.664,7,-5.612,1,0.0828,0.0958,1.75e-6,0.263,0.71,144.988,1sOr5OXjbukTzBDgmvd6Fa,173473,4,Indigo,Erica
0.691,0.733,6,-5.02,1,0.0368,0.184,0,0.341,0.797,153.976,6S1IgeHxxOT9qVWnmsdGxe,219933,4,Treehouse (feat. Shotty Horroh),Erica
0.795,0.595,1,-8.073,1,0.0698,0.0823,0,0.128,0.502,91.025,6aIAuKNU8JlVaTmoCYYN6U,196348,4,Glad He's Gone,Erica
0.48,0.661,1,-4.43,0,0.0641,0.527,1.32e-4,0.125,0.263,151.822,6JaZQ3gFgf2mH3p6jIbYI0,212575,4,Cinnamon Girl,Erica
0.606,0.655,6,-6.328,1,0.402,0.139,0,0.103,0.696,159.824,67xBtV07CC73eFw7z5oCvU,236686,4,Do You Remember,Erica
0.767,0.884,2,-3.674,1,0.161,0.028,0,0.103,0.717,123.01,1g3ErLqysBJ5EIGdYYMWFZ,208238,4,All Day Long,Erica
0.64,0.485,1,-7.358,1,0.199,0.746,4.52e-5,0.115,0.449,87.002,2U5Q0eGC03syuUie76vROa,161947,4,Cheap Queen,Erica
0.453,0.538,1,-8.212,1,0.0638,0.449,0,0.19,0.516,122.973,6U0FIYXCQ3TGrk4tFpLrEA,204533,4,SUGAR,Erica
0.729,0.38,11,-8.558,0,0.099,0.0319,5.01e-5,0.119,0.323,114.975,6S5dMjMifQYmyTu1mX4f8P,127029,4,Blame,Erica
0.524,0.639,10,-7.18,1,0.103,0.238,0,0.0598,0.582,87.998,2JtSnwYNKOphDrshYL8n4p,219960,4,I'm Like A Bird - Recorded at Spotify Studios NYC,Erica
0.707,0.818,7,-4.891,1,0.0391,0.0702,1.61e-5,0.105,0.489,150.084,3e20HtdIlujFpeaM20nAmN,186556,4,Bad as the Boys,Erica
0.88,0.751,7,-4.258,0,0.0874,0.177,6.43e-5,0.106,0.884,117.948,2tnVG71enUj33Ic2nFN6kZ,157606,4,Ride It,Erica
0.872,0.814,0,-4.568,1,0.155,0.00485,1.96e-6,0.214,0.57,98.985,5N1o6d8zGcSZSeMFkOUQOk,199427,4,Hot Girl Summer (feat. Nicki Minaj & Ty Dolla $ign),Erica
0.477,0.682,1,-4.931,0,0.0925,0.153,0,0.0763,0.345,110.567,6b2RcmUt1g9N9mQ3CbjX2Y,202205,5,How Do You Sleep?,Erica
0.657,0.768,8,-4.628,1,0.0507,0.108,0,0.144,0.759,75.025,6kls8cSlUyHW2BUOkDJIZE,186223,4,Hate Me (with Juice WRLD),Erica
0.359,0.543,7,-7.582,1,0.0915,0.492,1.57e-5,0.118,0.453,68.504,0bzbvANY6oETSJLc0wlVGY,221307,4,Lover,Erica
0.599,0.887,4,-3.967,1,0.0984,0.0192,1.21e-6,0.3,0.881,170.918,0rIAC4PXANcKmitJfoqmVm,193837,4,Motivation,Erica
0.584,0.57,4,-6.996,0,0.0562,0.629,2.63e-6,0.453,0.341,160.174,6p6P2onxerLNWRvRGmFSgJ,258493,4,The Vine,Erica
0.646,0.485,0,-6.647,1,0.0829,0.501,0,0.121,0.408,148.13,5AmTHXOp1sTFkYZBRBQ7zt,183720,4,Falling For Boys,Erica
0.857,0.486,10,-8.107,1,0.274,0.336,0,0.433,0.767,131.944,7xlv2NG7uJhBce2ENwkIx0,145355,4,Blisters,Erica
0.405,0.229,2,-12.334,0,0.0369,0.935,0.0171,0.172,0.186,78.434,13F2adrvrpaq2383GHh1Jl,300361,3,The greatest,Erica
0.619,0.414,5,-12.833,0,0.0335,0.604,0.212,0.271,0.228,95.067,5byJBGDhkVXs81MS3b3Ncq,187120,4,Old Bone,Erica
0.698,0.54,0,-9.765,1,0.223,0.0245,0,0.311,0.648,81.596,4rHTZonr5aU8ys89lFIuCI,225252,4,Fall In Love,Erica
0.556,0.268,8,-13.462,1,0.0335,0.592,0.462,0.204,0.0916,86.035,148qBp6yeeA2oq28xTZZ7e,236293,4,Grows Old,Erica
0.429,0.595,11,-4.254,1,0.0589,0.0262,0,0.45,0.342,159.628,34wLF1rl1hMhBcb8KX0BRL,240091,4,Follows,Erica
0.634,0.668,5,-5.488,1,0.0291,0.14,0,0.216,0.635,80.989,2mfahQ0EaaZWq4cFNg6A1o,224627,4,All On Me,Erica
0.434,0.585,8,-12.695,1,0.325,0.347,0.909,0.111,0.493,86.894,5rC2TX3Qi37o3OwCBAEYNt,225973,4,Fall In Love,Erica
0.639,0.519,8,-9.039,0,0.0745,0.278,0.00236,0.105,0.379,96.069,4XOXyktJSSyepObphQj8Ke,210947,4,Capillary,Erica
0.44,0.263,9,-12.307,1,0.0341,0.489,1.58e-4,0.117,0.227,133.314,0v9p9V5GhhssPJ7JKsSUtd,252897,3,Rain - A COLORS SHOW,Erica
0.611,0.769,9,-4.044,1,0.112,0.143,2.77e-5,0.314,0.414,160.014,56Rmib5mhCfiaSJqhLgEdW,210304,4,Hard Place - Single Version,Erica
0.48,0.589,1,-6.558,1,0.0596,0.177,0.00501,0.391,0.521,143.404,5jlEPS1BrbCXCbobYMHCzP,190084,4,Theirs,Erica
0.71,0.71,0,-2.474,1,0.0579,0.0716,1.07e-6,0.206,0.7,169.944,6iOvnACn4ChlAw4lWUU4dd,217813,4,Go To Town,Erica
0.674,0.205,2,-14.173,1,0.0399,0.896,0.0272,0.114,0.355,95.984,5DSi7heBC8eTIFROBvttnp,247148,4,Season Of The Witch,Erica
0.542,0.491,2,-6.457,1,0.0314,0.726,4.37e-4,0.302,0.641,118.605,4Ef1laInbBHGfn3qUMilBK,231374,4,The Dead Don't Die,Erica
0.487,0.119,0,-16.134,1,0.0425,0.848,5.3e-4,0.0856,0.129,74.29,2HYiEEsZlISB6g2sTm8pi7,282061,4,Marina,Erica
0.146,0.0774,11,-25.384,0,0.0427,0.848,0.456,0.0953,0.0389,102.456,24RujfjrtKAr66E3Ixjmns,385267,3,"Vaughan Williams: The Lark Ascending, for Violin and Orchestra (Excerpt, Opening)",Erica
0.686,0.509,10,-9.173,1,0.404,0.864,0,0.12,0.651,106.889,06fNR3xo4ksfvM4UTeEoZJ,182752,4,Ace,Erica
0.739,0.471,8,-8.456,1,0.0436,0.0661,9.78e-5,0.116,0.31,90.002,5dmPNuHmRRJuHmJTDa7NuJ,194400,4,Bambi,Erica
0.722,0.441,1,-13.486,0,0.144,0.269,8.96e-4,0.5,0.58,140.873,6qxCfekkwKMv97syUYhUOd,159467,4,Moving Mountains,Erica
0.77,0.697,0,-2.644,1,0.0607,0.0817,0,0.0663,0.428,170.084,4cTm3Ev9bUvy4ChJjB1nhl,199587,4,Juicy,Erica
0.575,0.714,6,-5.247,1,0.0596,0.395,0,0.115,0.32,144.982,47Bg6IrMed1GPbxRgwH2aC,262231,4,Best Friend,Erica
0.646,0.873,0,-5.305,1,0.0493,0.0581,0.0231,0.238,0.581,120.034,6o8ZQJ4VJmBW3gEwCK75ce,208637,4,Hungry Child - Edit,Erica
0.666,0.408,1,-7.464,1,0.0393,0.404,0.00251,0.0316,0.474,92.01,52rbzvOCmHgprzUaMqZEPK,161107,4,Dirty Water,Erica
0.525,0.558,9,-9.132,1,0.379,0.259,9.19e-6,0.877,0.383,144.744,6Q6L6tqFOt4r23XHLxukDh,252265,4,A First Date,Erica
0.525,0.725,7,-5.318,1,0.629,0.529,0,0.598,0.693,175.63,1KbCc89SxYma4BnBChkJBs,210467,4,"1993 (with J. Cole, JID, Cozz & EARTHGANG feat. Smino & Buddy)",Erica
0.812,0.519,2,-4.823,1,0.0385,0.379,0,0.13,0.554,104.954,4R9ATNRRl1uth17i5qDCc0,165714,4,I.F.L.Y.,Erica
0.381,0.322,7,-14.031,1,0.0326,0.68,0.0127,0.0962,0.528,81.184,6AcqmX2R7rJwslq5EOhg2g,252733,4,Cherries Underground,Erica
0.646,0.682,7,-5.847,1,0.0759,0.683,4.84e-6,0.107,0.421,131.895,5JRMqkR82k2fdDEAim9SCN,176732,4,Peach,Erica
0.695,0.746,5,-3.952,0,0.0482,0.227,0,0.254,0.576,91.698,4JSEMSiKPVcIEBQIlmGuI3,167680,4,Simmer (feat. Burna Boy),Erica
0.739,0.621,11,-6.929,0,0.238,0.049,0.00369,0.0718,0.462,85.969,6VCeywT4JeawuZOUkQ1okx,205533,4,Pussy Is God,Erica
0.552,0.65,1,-7.199,1,0.128,0.422,2.75e-4,0.372,0.316,167.788,3xaugmCyXrVkrDTXbFkMW3,180019,4,Sanctuary,Erica
0.262,0.469,5,-5.891,1,0.0377,0.954,0.0079,0.123,0.0756,117.895,2SCUYQiMHeWjoEca0XKxZW,292280,4,Wait For Life,Erica
0.706,0.858,5,-3.715,0,0.0376,0.0237,3.58e-4,0.564,0.607,127.98,7xNJVMsqGS0R0FXM4iObeV,185625,4,Dreamer - Brooks Remix,Erica
0.835,0.527,7,-7.272,0,0.128,0.204,4.23e-4,0.283,0.611,106.003,439X8jGytErRiPnaoUJHju,218200,4,CHANCES,Erica
0.498,0.235,1,-16.541,0,0.188,0.72,0,0.144,0.0895,118.917,4ZLzoOkj0MPWrTLvooIuaa,179080,4,Get You The Moon (feat. Snøw),Erica
0.649,0.677,1,-4.915,0,0.0442,0.232,0.00143,0.085,0.373,121.946,2bMzktO5lVwxs7sO76bkxF,201148,4,In My Mind,Erica
